OBJECTID,SQUARE,SUFFIX,RES,PAR,LOT,CONDO_REGIME,SSL,DESCRIPTION,CAPTUREYEAR,CAPTUREACTION,AREA_NEW,CENTROIDX,CENTROIDY,MINLAT,MAXLAT,MINLONG,MAXLONG,NSSL,UBID,NUBID,LINK_TYPE,LINK_TYPE_DESCRIPTION,GIS_ID,SE_ANNO_CAD_DATA,CREATOR,CREATED,EDITOR,EDITED,WARD,GLOBALID,SHAPE_Length,SHAPE_Area
464030,2740, , , ,0021, ,2740    0021,Building,2019/04/23 00:00:00+00,U,31810.2847018,-77.033974,38.98468718,38.9843327,38.98498826,-77.03431575,-77.03360757,1,87C4XXM8+VCC-12-12-14-11,1,1,One Building One Lot,UBIDPly_90364,,,,,,4,{36949EE6-B609-4704-E063-792F520AC09B},389.660230877927,4897.99994324237
464031,2960, , , ,0818, ,2960    0818,Building,2015/04/24 00:00:00+00,E,6556.57168443,-77.02778136,38.98518906,38.98503088,38.98535745,-77.02797572,-77.02757508,2,87C4XXPC+3VG-7-7-6-6,2,4,Many Buildings Many Lots,UBIDPly_144757,,,,,,4,{36949EE6-B60A-4704-E063-792F520AC09B},139.660538111103,1009.54582837203
464032,2740, , , ,0811, ,2740    0811,Building,2015/04/24 00:00:00+00,E,473.6204052,-77.03519649,38.98430315,38.98428025,38.98432648,-77.03524741,-77.03514601,1,87C4XXM7+PWF-1-2-1-1,1,1,One Building One Lot,UBIDPly_142212,,,,,,4,{36949EE6-B60B-4704-E063-792F520AC09B},35.3731542116519,72.9176991180502
484849,2960, , , ,0818, ,2960    0818,Building,2019/04/23 00:00:00+00,U,35274.7154124,-77.02778136,38.98518906,38.98503088,38.98535745,-77.02797572,-77.02757508,2,87C4XXPC+3VG-7-7-6-6,2,4,Many Buildings Many Lots,UBIDPly_144759,,,,,,4,{36949EE6-B60C-4704-E063-792F520AC09B},383.594109027544,5325.10550697322
484850,2956, , , ,0042, ,2956    0042,Building,2015/04/24 00:00:00+00,E,11278.1034499,-77.027009,38.98029683,38.98016562,38.9804619,-77.02724436,-77.02667502,1,87C4XXJF+459-7-11-5-7,1,1,One Building One Lot,UBIDPly_122329,,,,,,4,{36949EE6-B60D-4704-E063-792F520AC09B},207.594200660468,1733.06832959654
484851,3173, , , ,0802, ,3173    0802,Building,2015/04/24 00:00:00+00,E,49775.9189556,-77.02274953,38.9751306,38.97473174,38.97566519,-77.0233326,-77.02217537,1,87C4XXGG+3W2-21-18-16-19,1,1,One Building One Lot,UBIDPly_137644,,,,,,4,{36949EE6-B60E-4704-E063-792F520AC09B},581.907702406139,7662.18272996758
484852,3191, , , ,0810, ,3191    0810,Building,2015/04/24 00:00:00+00,E,4996.33626551,-77.02022752,38.97430237,38.97429021,38.97431452,-77.02024478,-77.02021026,2,87C4XXFH+PWC-0-1-1-0,1,3,One Building Many Lots,UBIDPly_92116,,,,,,4,{36949EE6-B60F-4704-E063-792F520AC09B},137.304402069266,768.94330304151
484853,3191, , , ,0810, ,3191    0810,Building,2015/04/24 00:00:00+00,E,85.23002531,-77.02022752,38.97430237,38.97429021,38.97431452,-77.02024478,-77.02021026,2,87C4XXFH+PWC-0-1-1-0,1,3,One Building Many Lots,UBIDPly_92115,,,,,,4,{36949EE6-B610-4704-E063-792F520AC09B},14.5067107581202,13.1194811946171
484854,3283, , , ,0801, ,3283    0801,Building,2015/04/24 00:00:00+00,E,37261.0860964,-77.01780817,38.96890107,38.96868557,38.96916017,-77.01802278,-77.01750643,4,87C4XX9J+HV8-10-9-9-7,1,3,One Building Many Lots,UBIDPly_95387,,,,,,4,{36949EE6-B611-4704-E063-792F520AC09B},247.275198571609,3006.87047795961
484855,2945, , , ,0817, ,2945    0817,Building,2015/04/24 00:00:00+00,E,7910.34518618,-77.02777739,38.96843407,38.96835058,38.96851802,-77.02800207,-77.02755153,1,87C4XX9C+9VH-3-7-3-8,1,1,One Building One Lot,UBIDPly_137960,,,,,,4,{36949EE6-B612-4704-E063-792F520AC09B},144.849207370612,1154.84531730686
484856,3727, , , ,0012, ,3727    0012,Building,2015/04/24 00:00:00+00,E,15112.376944,-77.0082389,38.96774214,38.96751221,38.96795727,-77.00845301,-77.00801709,1,87C4XX9R+3PR-9-7-9-7,1,1,One Building One Lot,UBIDPly_152204,,,,,,4,{36949EE6-B613-4704-E063-792F520AC09B},224.029403349372,2325.83581203744
484857,2011, , , ,0806, ,2011    0806,Building,2015/04/24 00:00:00+00,E,1071.89991253,-77.06790647,38.96747218,38.9674465,38.96749749,-77.06794179,-77.06787083,3,87C4XW8J+XRP-1-2-1-1,1,3,One Building Many Lots,UBIDPly_140499,,,,,,4,{36949EE6-B614-4704-E063-792F520AC09B},53.6860212437887,154.927993679817
484858,2011, , , ,0806, ,2011    0806,Building,2015/04/24 00:00:00+00,E,227.33318227,-77.06790647,38.96747218,38.9674465,38.96749749,-77.06794179,-77.06787083,3,87C4XW8J+XRP-1-2-1-1,1,3,One Building Many Lots,UBIDPly_140498,,,,,,4,{36949EE6-B615-4704-E063-792F520AC09B},26.9545343406347,34.990791006548
484859,2011, , , ,0806, ,2011    0806,Building,2015/04/24 00:00:00+00,E,263.95321554,-77.06790647,38.96747218,38.9674465,38.96749749,-77.06794179,-77.06787083,3,87C4XW8J+XRP-1-2-1-1,1,3,One Building Many Lots,UBIDPly_140497,,,,,,4,{36949EE6-B616-4704-E063-792F520AC09B},23.729889066135,40.6212611949656
484860,2012, , , ,0012, ,2012    0012,Building,2017/03/09 00:00:00+00,E,65354.3981655,-77.0678429,38.96649868,38.96593447,38.96706017,-77.06845873,-77.06735583,1,87C4XW8J+HVV-23-15-22-20,1,1,One Building One Lot,UBIDPly_90602,,,,,,4,{36949EE6-B617-4704-E063-792F520AC09B},707.406080291159,10057.7949353478
484861,2978, , , ,0040, ,2978    0040,Building,2015/04/24 00:00:00+00,E,17377.8856526,-77.02710912,38.96691176,38.96673125,38.9671112,-77.02738373,-77.02673307,1,87C4XX8F+Q56-8-12-7-9,1,1,One Building One Lot,UBIDPly_112408,,,,,,4,{36949EE6-B618-4704-E063-792F520AC09B},243.68521943067,2669.73339470379
484862,3327, , , ,0002, ,3327    0002,Building,2017/03/09 00:00:00+00,E,41083.6362631,-77.01465375,38.9537978,38.95378011,38.95381548,-77.01466973,-77.01463778,2,87C4XX3P+G49-1-0-0-1,1,3,One Building Many Lots,UBIDPly_134532,,,,,,4,{36949EE6-B619-4704-E063-792F520AC09B},600.975399744582,6320.44810243066
484863,1983, , , ,0807, ,1983    0807,Building,2015/04/24 00:00:00+00,E,5770.55640668,-77.06990282,38.95423845,38.95412811,38.95431795,-77.0700865,-77.06969743,2,87C4XW3J+M2X-3-6-4-6,1,3,One Building Many Lots,UBIDPly_138604,,,,,,3,{36949EE6-B61A-4704-E063-792F520AC09B},140.957119777112,887.780185187417
484864,1983, , , ,0807, ,1983    0807,Building,2015/04/24 00:00:00+00,E,184.188661,-77.06990282,38.95423845,38.95412811,38.95431795,-77.0700865,-77.06969743,2,87C4XW3J+M2X-3-6-4-6,1,3,One Building Many Lots,UBIDPly_138605,,,,,,3,{36949EE6-B61B-4704-E063-792F520AC09B},20.5672370650813,26.3647052315947
484865,1759, , , ,0807, ,1759    0807,Building,2015/04/24 00:00:00+00,E,52.3851955,-77.07808225,38.95334181,38.95331407,38.95336955,-77.07811772,-77.07804678,17,87C4XW3C+8QM-1-1-1-1,1,3,One Building Many Lots,UBIDPly_94728,,,,,,3,{36949EE6-B61C-4704-E063-792F520AC09B},11.358158621471,8.05943763070539
484866,3000, , , ,0817, ,3000    0817,Building,2015/04/24 00:00:00+00,E,11396.2520684,-77.02509118,38.9535023,38.9533138,38.95374524,-77.02518005,-77.02499285,6,87C4XX3F+CX3-9-3-8-3,1,3,One Building Many Lots,UBIDPly_92377,,,,,,4,{36949EE6-B61D-4704-E063-792F520AC09B},184.774771879867,1753.24502960683
484867,3757, , , ,0802, ,3757    0802,Building,2015/04/24 00:00:00+00,E,54430.9046911,-76.99563438,38.9532649,38.95315446,38.95337533,-76.99577843,-76.99549032,4,87C5X233+8P5-5-5-4-4,1,3,One Building Many Lots,UBIDPly_177360,,,,,,5,{36949EE6-B61E-4704-E063-792F520AC09B},674.583133660795,8230.91806112268
484868,3000, , , ,0817, ,3000    0817,Building,2015/04/24 00:00:00+00,E,603.6802773,-77.02509118,38.9535023,38.9533138,38.95374524,-77.02518005,-77.02499285,6,87C4XX3F+CX3-9-3-8-3,1,3,One Building Many Lots,UBIDPly_92374,,,,,,4,{36949EE6-B61F-4704-E063-792F520AC09B},40.6743502105993,92.8752701338256
484869,3327, , , ,0002, ,3327    0002,Building,2017/03/09 00:00:00+00,E,105.4284164,-77.01465375,38.9537978,38.95378011,38.95381548,-77.01466973,-77.01463778,2,87C4XX3P+G49-1-0-0-1,1,3,One Building Many Lots,UBIDPly_134531,,,,,,4,{36949EE6-B620-4704-E063-792F520AC09B},16.4178804147421,16.2157427500363
484870,1759, , , ,0807, ,1759    0807,Building,2015/04/24 00:00:00+00,E,200.03138753,-77.07808225,38.95334181,38.95331407,38.95336955,-77.07811772,-77.07804678,17,87C4XW3C+8QM-1-1-1-1,1,3,One Building Many Lots,UBIDPly_94735,,,,,,3,{36949EE6-B621-4704-E063-792F520AC09B},22.8609884750366,30.7749683931645
484871,3000, , , ,0817, ,3000    0817,Building,2015/04/24 00:00:00+00,E,3724.33625952,-77.02509118,38.9535023,38.9533138,38.95374524,-77.02518005,-77.02499285,6,87C4XX3F+CX3-9-3-8-3,1,3,One Building Many Lots,UBIDPly_92373,,,,,,4,{36949EE6-B622-4704-E063-792F520AC09B},101.45491225856,572.961414530561
484872,3000, , , ,0817, ,3000    0817,Building,2015/04/24 00:00:00+00,E,1424.98971236,-77.02509118,38.9535023,38.9533138,38.95374524,-77.02518005,-77.02499285,6,87C4XX3F+CX3-9-3-8-3,1,3,One Building Many Lots,UBIDPly_92375,,,,,,4,{36949EE6-B623-4704-E063-792F520AC09B},64.5900029976624,219.216283955583
484873,1759, , , ,0807, ,1759    0807,Building,2015/04/24 00:00:00+00,E,320.05598956,-77.07808225,38.95334181,38.95331407,38.95336955,-77.07811772,-77.07804678,17,87C4XW3C+8QM-1-1-1-1,1,3,One Building Many Lots,UBIDPly_94727,,,,,,3,{36949EE6-B624-4704-E063-792F520AC09B},28.0697666893143,49.2368019297908
484874,3000, , , ,0817, ,3000    0817,Building,2017/03/09 00:00:00+00,E,5092.66556074,-77.02509118,38.9535023,38.9533138,38.95374524,-77.02518005,-77.02499285,6,87C4XX3F+CX3-9-3-8-3,1,3,One Building Many Lots,UBIDPly_92372,,,,,,4,{36949EE6-B625-4704-E063-792F520AC09B},163.651727797282,783.448019721064
484875,1759, , , ,0804, ,1759    0804,Building,2015/04/24 00:00:00+00,E,179.33143738,-77.07722341,38.9529047,38.95287709,38.95293231,-77.07724427,-77.07720255,5,87C4XW3F+546-1-1-1-0,1,3,One Building Many Lots,UBIDPly_94468,,,,,,3,{36949EE6-B626-4704-E063-792F520AC09B},21.2045244214965,27.5909622162806
484876,1759, , , ,0807, ,1759    0807,Building,2015/04/24 00:00:00+00,E,317.63216647,-77.07808225,38.95334181,38.95331407,38.95336955,-77.07811772,-77.07804678,17,87C4XW3C+8QM-1-1-1-1,1,3,One Building Many Lots,UBIDPly_94720,,,,,,3,{36949EE6-B627-4704-E063-792F520AC09B},27.9623090111734,48.864146350188
484877,3757, , , ,0802, ,3757    0802,Building,2017/03/09 00:00:00+00,E,2524.80119137,-76.99563438,38.9532649,38.95315446,38.95337533,-76.99577843,-76.99549032,4,87C5X233+8P5-5-5-4-4,1,3,One Building Many Lots,UBIDPly_177362,,,,,,5,{36949EE6-B628-4704-E063-792F520AC09B},89.6689842064456,388.39788613107
484878,1759, , , ,0807, ,1759    0807,Building,2015/04/24 00:00:00+00,E,77.55457851,-77.07808225,38.95334181,38.95331407,38.95336955,-77.07811772,-77.07804678,17,87C4XW3C+8QM-1-1-1-1,1,3,One Building Many Lots,UBIDPly_94724,,,,,,3,{36949EE6-B629-4704-E063-792F520AC09B},13.8173739023884,11.9311838926711
484879,1759, , , ,0811, ,1759    0811,Building,2019/04/23 00:00:00+00,U,14320.530869,-77.07555496,38.95337659,38.95311143,38.95348701,-77.07594214,-77.07520385,3,87C4XW3F+9Q4-4-11-11-13,1,3,One Building Many Lots,UBIDPly_96301,,,,,,3,{36949EE6-B62A-4704-E063-792F520AC09B},273.369768041419,2203.05601243596
484880,1759, , , ,0807, ,1759    0807,Building,2015/04/24 00:00:00+00,E,198.78157197,-77.07808225,38.95334181,38.95331407,38.95336955,-77.07811772,-77.07804678,17,87C4XW3C+8QM-1-1-1-1,1,3,One Building Many Lots,UBIDPly_94719,,,,,,3,{36949EE6-B62B-4704-E063-792F520AC09B},22.4001472885345,30.5832283697376
484881,3757, , , ,0802, ,3757    0802,Building,2017/03/09 00:00:00+00,E,2612.66255752,-76.99563438,38.9532649,38.95315446,38.95337533,-76.99577843,-76.99549032,4,87C5X233+8P5-5-5-4-4,1,3,One Building Many Lots,UBIDPly_177361,,,,,,5,{36949EE6-B62C-4704-E063-792F520AC09B},90.6447874057672,401.937842642215
484882,PAR,0124, ,0124,0136, ,PAR 01240136,Building,2017/03/09 00:00:00+00,E,35517.4990639,-77.00733171,38.95291462,38.95247741,38.95332303,-77.00760194,-77.00695992,1,87C4XX3V+537-16-12-17-9,2,2,Many Buildings One Lot,UBIDPly_180414,,,,,,5,{36949EE6-B62D-4704-E063-792F520AC09B},459.610358114983,5463.90059904364
484883,1759, , , ,0807, ,1759    0807,Building,2015/04/24 00:00:00+00,E,3932.39543462,-77.07808225,38.95334181,38.95331407,38.95336955,-77.07811772,-77.07804678,17,87C4XW3C+8QM-1-1-1-1,1,3,One Building Many Lots,UBIDPly_94723,,,,,,3,{36949EE6-B62E-4704-E063-792F520AC09B},120.03449122222,604.940570450004
484884,1759, , , ,0811, ,1759    0811,Building,2019/04/23 00:00:00+00,A,177.58133719,-77.07555496,38.95337659,38.95311143,38.95348701,-77.07594214,-77.07520385,3,87C4XW3F+9Q4-4-11-11-13,1,3,One Building Many Lots,UBIDPly_96302,,,,,,3,{36949EE6-B62F-4704-E063-792F520AC09B},21.3943562007563,27.3171644738954
484885,3374,E, , ,0001, ,3374E   0001,Building,2019/04/23 00:00:00+00,U,35613.931908,-77.00941692,38.96623704,38.96616919,38.96630521,-77.00962639,-77.0092076,1,87C4XX8R+F6W-3-7-3-7,1,1,One Building One Lot,UBIDPly_170976,,,,,,4,{36949EE6-B630-4704-E063-792F520AC09B},132.049526714179,905.211002220783
484886,3722,W, , ,0001, ,3722W   0001,Building,2015/04/24 00:00:00+00,E,25953.3928701,-77.00864173,38.96586241,38.96551495,38.96616084,-77.00888794,-77.00827745,1,87C4XX8R+8GX-12-12-14-8,1,1,One Building One Lot,UBIDPly_166274,,,,,,4,{36949EE6-B631-4704-E063-792F520AC09B},300.23776339654,3991.21028359132
484887,3268, , , ,0811, ,3268    0811,Building,2015/04/24 00:00:00+00,E,29470.5102437,-77.01874702,38.9658041,38.96559885,38.96600596,-77.01930655,-77.01818783,1,87C4XX8J+8GC-8-17-9-18,1,1,One Building One Lot,UBIDPly_94640,,,,,,4,{36949EE6-B632-4704-E063-792F520AC09B},485.683882491398,4535.36048704035
484888,1866, , , ,0823, ,1866    0823,Building,2015/04/24 00:00:00+00,E,11187.6900463,-77.07511975,38.96516489,38.96503511,38.96529853,-77.07539643,-77.07482771,3,87C4XW8F+3X6-5-9-5-9,1,3,One Building Many Lots,UBIDPly_138429,,,,,,3,{36949EE6-B633-4704-E063-792F520AC09B},172.405965177558,1699.30567225248
484889,PAR,0115, ,0115,0238, ,PAR 01150238,Building,2015/04/24 00:00:00+00,E,21341.9104318,-77.01017474,38.96529564,38.96502621,38.96556534,-77.01052278,-77.00982662,4,87C4XX8Q+4W8-11-11-10-11,1,3,One Building Many Lots,UBIDPly_146618,,,,,,4,{36949EE6-B634-4704-E063-792F520AC09B},219.061757863059,2986.7827802293
484890,1866, , , ,0823, ,1866    0823,Building,2015/04/24 00:00:00+00,E,454.10453138,-77.07511975,38.96516489,38.96503511,38.96529853,-77.07539643,-77.07482771,3,87C4XW8F+3X6-5-9-5-9,1,3,One Building Many Lots,UBIDPly_138428,,,,,,3,{36949EE6-B635-4704-E063-792F520AC09B},18.8470692043447,10.6654143803321
484891,1866, , , ,0823, ,1866    0823,Building,2015/04/24 00:00:00+00,E,14492.7736272,-77.07511975,38.96516489,38.96503511,38.96529853,-77.07539643,-77.07482771,3,87C4XW8F+3X6-5-9-5-9,1,3,One Building Many Lots,UBIDPly_138427,,,,,,3,{36949EE6-B636-4704-E063-792F520AC09B},201.111547940737,2140.47366668314
484892,PAR,0115, ,0115,0238, ,PAR 01150238,Building,2015/04/24 00:00:00+00,E,7025.31094749,-77.01017474,38.96529564,38.96502621,38.96556534,-77.01052278,-77.00982662,4,87C4XX8Q+4W8-11-11-10-11,1,3,One Building Many Lots,UBIDPly_146620,,,,,,4,{36949EE6-B637-4704-E063-792F520AC09B},137.469377655739,1081.13879523107
484893,PAR,0115, ,0115,0238, ,PAR 01150238,Building,2015/04/24 00:00:00+00,E,23190.3103587,-77.01017474,38.96529564,38.96502621,38.96556534,-77.01052278,-77.00982662,4,87C4XX8Q+4W8-11-11-10-11,1,3,One Building Many Lots,UBIDPly_146619,,,,,,4,{36949EE6-B638-4704-E063-792F520AC09B},243.456616571588,3568.750376529
484894,PAR,0115, ,0115,0238, ,PAR 01150238,Building,2015/04/24 00:00:00+00,E,4995.22726192,-77.01017474,38.96529564,38.96502621,38.96556534,-77.01052278,-77.00982662,4,87C4XX8Q+4W8-11-11-10-11,1,3,One Building Many Lots,UBIDPly_146621,,,,,,4,{36949EE6-B639-4704-E063-792F520AC09B},114.956913920828,371.645730758558
484895,2308, , , ,0810, ,2308    0810,Building,2019/04/23 00:00:00+00,U,435.87474518,-77.05527615,38.96393004,38.9636575,38.96416515,-77.0556358,-77.05490746,7,87C4XW7V+HVH-9-11-11-12,1,3,One Building Many Lots,UBIDPly_96198,,,,,,4,{36949EE6-B63A-4704-E063-792F520AC09B},40.6975441110903,67.0840492256151
484896,3720, , , ,0805, ,3720    0805,Building,2015/04/24 00:00:00+00,E,15036.3896899,-77.00736019,38.96388797,38.96360875,38.9641685,-77.00761291,-77.00711842,2,87C4XX7V+H32-11-8-11-8,1,3,One Building Many Lots,UBIDPly_160355,,,,,,4,{36949EE6-B63B-4704-E063-792F520AC09B},195.955789811306,2249.54235215994
484897,3720, , , ,0805, ,3720    0805,Building,2015/04/24 00:00:00+00,E,7491.02552186,-77.00736019,38.96388797,38.96360875,38.9641685,-77.00761291,-77.00711842,2,87C4XX7V+H32-11-8-11-8,1,3,One Building Many Lots,UBIDPly_160356,,,,,,4,{36949EE6-B63C-4704-E063-792F520AC09B},144.783881540103,1109.33789716167
484898,1744, , , ,0001, ,1744    0001,Building,2015/04/24 00:00:00+00,E,1713.80561341,-77.08134195,38.96329623,38.96327927,38.96331317,-77.08139844,-77.08128533,5,87C4XW79+8F7-1-1-0-2,2,4,Many Buildings Many Lots,UBIDPly_144010,,,,,,3,{36949EE6-B63D-4704-E063-792F520AC09B},72.1187871928252,263.722005650599
484899,2308, , , ,0810, ,2308    0810,Building,2015/04/24 00:00:00+00,E,1592.35346928,-77.05527615,38.96393004,38.9636575,38.96416515,-77.0556358,-77.05490746,7,87C4XW7V+HVH-9-11-11-12,1,3,One Building Many Lots,UBIDPly_96196,,,,,,4,{36949EE6-B63E-4704-E063-792F520AC09B},68.1321488950884,245.044361314416
484900,PAR,0101, ,0101,0055, ,PAR 01010055,Building,2015/04/24 00:00:00+00,E,1173.2412299,-77.02742053,38.96313662,38.96289339,38.96340307,-77.02757988,-77.02726119,6,87C4XX7F+724-11-5-10-5,1,3,One Building Many Lots,UBIDPly_64289,,,,,,4,{36949EE6-B63F-4704-E063-792F520AC09B},71.2074130115991,180.553317938118
484901,2939, , , ,0812, ,2939    0812,Building,2015/04/24 00:00:00+00,E,2616.27855648,-77.02830481,38.9634035,38.96338289,38.96342165,-77.02843804,-77.02818246,1,87C4XX7C+9M8-0-4-1-5,1,1,One Building One Lot,UBIDPly_97310,,,,,,4,{36949EE6-B640-4704-E063-792F520AC09B},65.131310570907,116.953210309667
484902,2308, , , ,0810, ,2308    0810,Building,2019/04/23 00:00:00+00,A,563.93372935,-77.05527615,38.96393004,38.9636575,38.96416515,-77.0556358,-77.05490746,7,87C4XW7V+HVH-9-11-11-12,1,3,One Building Many Lots,UBIDPly_96200,,,,,,4,{36949EE6-B641-4704-E063-792F520AC09B},46.9312943074556,86.7690576307993
484903,1744, , , ,0001, ,1744    0001,Building,2015/04/24 00:00:00+00,E,335.3389941,-77.08134195,38.96329623,38.96327927,38.96331317,-77.08139844,-77.08128533,5,87C4XW79+8F7-1-1-0-2,2,4,Many Buildings Many Lots,UBIDPly_144008,,,,,,3,{36949EE6-B642-4704-E063-792F520AC09B},33.6430707587701,51.6065825413564
484904,1744, , , ,0001, ,1744    0001,Building,2015/04/24 00:00:00+00,E,371.31582056,-77.08134195,38.96329623,38.96327927,38.96331317,-77.08139844,-77.08128533,5,87C4XW79+8F7-1-1-0-2,2,4,Many Buildings Many Lots,UBIDPly_144002,,,,,,3,{36949EE6-B643-4704-E063-792F520AC09B},34.0940452285392,57.1358133920437
484905,2939, , , ,0811, ,2939    0811,Building,2015/04/24 00:00:00+00,E,11330.0517976,-77.02905226,38.96322764,38.96305341,38.96337774,-77.02937277,-77.02877932,5,87C4XX7C+79W-6-9-7-10,1,3,One Building Many Lots,UBIDPly_97493,,,,,,4,{36949EE6-B644-4704-E063-792F520AC09B},201.245479318778,1743.49587666722
484906,2308, , , ,0810, ,2308    0810,Building,2015/04/24 00:00:00+00,E,1794.18152684,-77.05527615,38.96393004,38.9636575,38.96416515,-77.0556358,-77.05490746,7,87C4XW7V+HVH-9-11-11-12,1,3,One Building Many Lots,UBIDPly_96201,,,,,,4,{36949EE6-B645-4704-E063-792F520AC09B},72.5690147316316,276.089513817039
484907,1744, , , ,0001, ,1744    0001,Building,2015/04/24 00:00:00+00,E,205.98363568,-77.08134195,38.96329623,38.96327927,38.96331317,-77.08139844,-77.08128533,5,87C4XW79+8F7-1-1-0-2,2,4,Many Buildings Many Lots,UBIDPly_144006,,,,,,3,{36949EE6-B646-4704-E063-792F520AC09B},23.9485368163123,31.6997526153379
484908,2939, , , ,0811, ,2939    0811,Building,2015/04/24 00:00:00+00,E,12177.9370936,-77.02905226,38.96322764,38.96305341,38.96337774,-77.02937277,-77.02877932,5,87C4XX7C+79W-6-9-7-10,1,3,One Building Many Lots,UBIDPly_97492,,,,,,4,{36949EE6-B647-4704-E063-792F520AC09B},228.581907320976,1873.96834024824
484909,PAR,0101, ,0101,0055, ,PAR 01010055,Building,2015/04/24 00:00:00+00,E,15911.6463637,-77.02742053,38.96313662,38.96289339,38.96340307,-77.02757988,-77.02726119,6,87C4XX7F+724-11-5-10-5,1,3,One Building Many Lots,UBIDPly_64288,,,,,,4,{36949EE6-B648-4704-E063-792F520AC09B},216.384712194158,2448.53277467789
484910,2939, , , ,0811, ,2939    0811,Building,2015/04/24 00:00:00+00,E,2616.27855648,-77.02905226,38.96322764,38.96305341,38.96337774,-77.02937277,-77.02877932,5,87C4XX7C+79W-6-9-7-10,1,3,One Building Many Lots,UBIDPly_97495,,,,,,4,{36949EE6-B649-4704-E063-792F520AC09B},76.6945141824308,285.637875652381
484911,2939, , , ,0811, ,2939    0811,Building,2015/04/24 00:00:00+00,E,2925.7498357,-77.02905226,38.96322764,38.96305341,38.96337774,-77.02937277,-77.02877932,5,87C4XX7C+79W-6-9-7-10,1,3,One Building Many Lots,UBIDPly_97494,,,,,,4,{36949EE6-B64A-4704-E063-792F520AC09B},90.3111195458816,53.8178745710357
484912,PAR,0101, ,0101,0055, ,PAR 01010055,Building,2015/04/24 00:00:00+00,E,1003.38737442,-77.02742053,38.96313662,38.96289339,38.96340307,-77.02757988,-77.02726119,6,87C4XX7F+724-11-5-10-5,1,3,One Building Many Lots,UBIDPly_64291,,,,,,4,{36949EE6-B64B-4704-E063-792F520AC09B},49.7048413139647,154.410297578608
484913,2308, , , ,0813, ,2308    0813,Building,2015/04/24 00:00:00+00,E,234.88934585,-77.05420523,38.96293651,38.9628918,38.96298123,-77.05424377,-77.05416669,2,87C4XW7W+58F-2-1-2-1,1,3,One Building Many Lots,UBIDPly_97963,,,,,,4,{36949EE6-B64C-4704-E063-792F520AC09B},31.598279525058,36.1451508651457
484914,PAR,0101, ,0101,0055, ,PAR 01010055,Building,2015/04/24 00:00:00+00,E,4031.04671299,-77.02742053,38.96313662,38.96289339,38.96340307,-77.02757988,-77.02726119,6,87C4XX7F+724-11-5-10-5,1,3,One Building Many Lots,UBIDPly_64290,,,,,,4,{36949EE6-B64D-4704-E063-792F520AC09B},112.451718445532,620.286327076265
484915,2308, , , ,0810, ,2308    0810,Building,2017/03/09 00:00:00+00,E,100297.107002,-77.05527615,38.96393004,38.9636575,38.96416515,-77.0556358,-77.05490746,7,87C4XW7V+HVH-9-11-11-12,1,3,One Building Many Lots,UBIDPly_96197,,,,,,4,{36949EE6-B64E-4704-E063-792F520AC09B},1127.53306705021,15433.571274777
484916,2308, , , ,0813, ,2308    0813,Building,2015/04/24 00:00:00+00,E,667.89268679,-77.05420523,38.96293651,38.9628918,38.96298123,-77.05424377,-77.05416669,2,87C4XW7W+58F-2-1-2-1,1,3,One Building Many Lots,UBIDPly_97964,,,,,,4,{36949EE6-B64F-4704-E063-792F520AC09B},43.8609319894541,61.3649339656115
484917,PAR,0101, ,0101,0055, ,PAR 01010055,Building,2015/04/24 00:00:00+00,E,172.40445452,-77.02742053,38.96313662,38.96289339,38.96340307,-77.02757988,-77.02726119,6,87C4XX7F+724-11-5-10-5,1,3,One Building Many Lots,UBIDPly_64292,,,,,,4,{36949EE6-B650-4704-E063-792F520AC09B},22.4191348950032,26.530014806651
484918,PAR,0101, ,0101,0055, ,PAR 01010055,Building,2015/04/24 00:00:00+00,E,726.92281907,-77.02742053,38.96313662,38.96289339,38.96340307,-77.02757988,-77.02726119,6,87C4XX7F+724-11-5-10-5,1,3,One Building Many Lots,UBIDPly_64293,,,,,,4,{36949EE6-B651-4704-E063-792F520AC09B},42.6436747330963,107.711669013622
484919,2308, , , ,0815, ,2308    0815,Building,2015/04/24 00:00:00+00,E,667.89268679,-77.05362214,38.96270675,38.96268706,38.96273166,-77.0536596,-77.05358685,2,87C4XW7W+3HJ-1-1-1-2,1,3,One Building Many Lots,UBIDPly_97986,,,,,,4,{36949EE6-B652-4704-E063-792F520AC09B},36.5237273403635,41.395461141601
484920,2939, , , ,0811, ,2939    0811,Building,2017/03/09 00:00:00+00,E,77.2363948,-77.02905226,38.96322764,38.96305341,38.96337774,-77.02937277,-77.02877932,5,87C4XX7C+79W-6-9-7-10,1,3,One Building Many Lots,UBIDPly_97496,,,,,,4,{36949EE6-B653-4704-E063-792F520AC09B},7.88208659790025,3.38600330527832
484921,3381, , , ,0812, ,3381    0812,Building,2015/04/24 00:00:00+00,E,75838.8457839,-77.01272965,38.96219357,38.96176906,38.96257183,-77.01347536,-77.0119373,2,87C4XX6P+VWC-15-26-17-24,1,3,One Building Many Lots,UBIDPly_185009,,,,,,4,{36949EE6-B654-4704-E063-792F520AC09B},846.040589054017,11669.9312752982
